S.No,R1_x,R1_y,R2_x,R2_y,R3_x,R3_y,R4_x,R4_y,R5_x,R5_y,R6_x,R6_y,R7_x,R7_y,R8_x,R8_y,Capacity,Target_x,Target_y,StationCount,Station_1_x,Station_1_y,Station_2_x,Station_2_y,Station_3_x,Station_3_y,Station_4_x,Station_4_y,Station_5_x,Station_5_y,Station_6_x,Station_6_y,Station_7_x,Station_7_y,Station_8_x,Station_8_y,Station_9_x,Station_9_y,Station_10_x,Station_10_y,Station_11_x,Station_11_y,Station_12_x,Station_12_y,Station_13_x,Station_13_y,Station_14_x,Station_14_y,Station_15_x,Station_15_y,Station_16_x,Station_16_y,Station_17_x,Station_17_y,Station_18_x,Station_18_y,Station_19_x,Station_19_y,Station_20_x,Station_20_y,Station_21_x,Station_21_y,Station_22_x,Station_22_y,Station_23_x,Station_23_y,Station_24_x,Station_24_y,Station_25_x,Station_25_y,Station_26_x,Station_26_y,Station_27_x,Station_27_y,Station_28_x,Station_28_y,Station_29_x,Station_29_y,Station_30_x,Station_30_y,Station_31_x,Station_31_y,Station_32_x,Station_32_y,Station_33_x,Station_33_y,Station_34_x,Station_34_y,Station_35_x,Station_35_y,Station_36_x,Station_36_y,Station_37_x,Station_37_y,Station_38_x,Station_38_y,Station_39_x,Station_39_y,Station_40_x,Station_40_y,Station_41_x,Station_41_y,Station_42_x,Station_42_y,Station_43_x,Station_43_y,Station_44_x,Station_44_y,Station_45_x,Station_45_y,Station_46_x,Station_46_y,Station_47_x,Station_47_y,Station_48_x,Station_48_y,Station_49_x,Station_49_y
11,1,5,12,11,8,13,0,9,8,9,6,13,4,0,2,0,5,12,13,5,2,5,4.0,5.0,4.0,10.0,4.0,13.0,9.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8,7,7,3,0,1,6,15,0,2,6,14,11,1,12,2,5,6,13,6,0,6,0.0,11.0,3.0,13.0,7.0,2.0,6.0,6.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,1,1,2,10,7,6,1,5,11,12,7,7,4,2,2,7,12,9,3,0,8,2.0,9.0,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,8,15,5,16,4,5,2,3,0,10,1,5,3,13,10,7,5,3,15,4,2,8,5.0,7.0,3.0,9.0,3.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,8,9,11,9,3,7,9,3,3,4,0,15,11,2,9,16,7,6,6,4,0,8,5.0,6.0,6.0,4.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,7,12,14,8,6,4,12,7,13,0,11,4,16,9,15,5,7,0,6,4,11,4.0,6.0,12.0,9.0,9.0,10.0,7.0,8.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,4,1,5,8,3,10,6,3,4,9,2,8,1,9,8,7,8,8,1,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,12,2,12,0,9,15,3,6,2,0,0,9,8,3,11,13,6,12,10,5,2,6,4.0,10.0,8.0,9.0,10.0,10.0,12.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0,16,10,12,1,7,0,2,9,8,10,2,6,15,2,11,6,11,1,7,0,10,0.0,4.0,2.0,5.0,6.0,9.0,6.0,3.0,10.0,6.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2,10,7,2,7,9,9,13,4,10,1,8,2,5,8,10,5,5,2,4,2,5,4.0,5.0,9.0,8.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,4,15,0,15,8,7,8,1,10,10,9,0,11,10,6,7,7,12,4,4,0,8,4.0,8.0,7.0,4.0,11.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,8,6,2,14,7,3,0,6,7,11,7,12,10,16,12,16,6,2,16,4,2,4,2.0,6.0,2.0,12.0,6.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1,0,11,4,9,9,0,14,8,8,12,9,5,11,10,12,6,11,1,5,0,8,0.0,2.0,5.0,5.0,5.0,1.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2,3,9,16,2,0,12,9,11,4,12,0,6,14,4,6,5,0,12,7,7,0,6.0,4.0,1.0,4.0,0.0,7.0,7.0,9.0,8.0,12.0,3.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,4,12,11,9,10,13,4,13,6,5,6,13,11,4,4,3,7,11,16,3,4,10,6.0,12.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,12,10,6,3,8,2,7,4,3,14,5,6,2,3,11,12,5,11,0,6,3,9,3.0,4.0,5.0,1.0,8.0,0.0,11.0,7.0,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0,13,4,2,10,5,3,6,10,16,1,2,3,11,6,7,6,11,14,5,1,8,4.0,8.0,4.0,14.0,10.0,11.0,10.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1,8,6,2,4,4,0,2,1,1,1,2,12,5,8,1,7,12,0,2,1,1,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,5,9,6,1,4,11,5,11,0,6,0,4,9,8,4,6,6,2,11,2,2,3,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2,3,6,5,1,1,12,6,9,7,3,13,0,1,8,16,7,11,8,4,0,8,1.0,8.0,4.0,8.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,11,1,9,5,3,11,0,16,12,12,5,1,8,14,9,4,7,4,9,4,0,9,4.0,1.0,4.0,6.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,12,13,10,12,8,6,11,13,4,12,8,0,2,12,8,15,6,12,7,4,3,7,8.0,6.0,8.0,9.0,11.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,8,2,1,0,3,0,4,12,9,11,0,7,9,10,7,7,7,8,5,2,3,5,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,8,3,7,8,7,15,4,2,1,9,2,9,0,6,11,7,6,0,2,3,7,9,7.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,8,9,5,0,8,0,2,15,7,8,3,14,0,2,10,14,5,6,7,6,0,7,2.0,10.0,4.0,7.0,6.0,3.0,10.0,9.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12,11,2,5,1,1,9,13,10,9,0,10,4,3,5,12,5,5,9,3,1,6,4.0,8.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,9,12,3,0,4,9,3,6,12,12,9,9,2,14,2,16,6,1,11,3,1,4,1.0,10.0,7.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,8,15,2,8,5,1,2,5,8,12,4,9,5,2,10,9,6,12,14,4,5,7,5.0,13.0,5.0,14.0,11.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0,4,11,5,8,5,10,8,4,10,6,1,8,8,2,6,5,10,2,4,4,5,6.0,2.0,8.0,3.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,4,3,5,4,11,0,5,1,1,12,7,13,3,6,3,12,6,2,7,3,5,0,2.0,3.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,10,4,3,1,5,16,11,10,1,14,6,3,7,3,0,2,7,10,7,3,1,7,4.0,7.0,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,6,2,9,10,5,11,0,10,8,11,6,15,7,14,5,12,5,10,5,5,0,5,5.0,5.0,6.0,10.0,7.0,9.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,10,15,5,11,8,11,4,5,1,4,8,5,3,4,8,9,6,0,1,4,10,9,8.0,5.0,5.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,5,11,1,2,2,0,1,10,8,15,0,4,2,7,2,11,5,12,3,5,2,6,4.0,3.0,7.0,3.0,8.0,10.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,10,6,2,0,9,13,8,3,4,3,0,8,8,13,9,14,6,3,15,5,3,4,4.0,6.0,3.0,10.0,3.0,13.0,3.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,10,10,7,0,11,7,10,7,4,4,4,16,9,11,5,9,5,5,6,4,4,11,4.0,6.0,5.0,3.0,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,8,7,3,8,11,3,0,2,8,4,5,0,11,6,8,9,7,7,10,3,0,9,5.0,7.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,3,15,8,16,6,4,6,13,11,6,4,0,4,14,8,13,6,4,7,4,3,9,4.0,6.0,8.0,10.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,11,12,7,2,1,2,9,10,4,11,3,5,11,4,4,4,7,5,14,2,5,5,5.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,5,0,0,11,12,6,2,15,10,14,5,6,2,7,4,15,6,6,16,3,5,6,5.0,12.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
